"Id";"ExpertGroup";"EvaluatedScientificNameId";"EvaluatedScientificName";"EvaluatedScientificNameAuthor";"reproductionGenerationTime"
2218;"Karplanter";170039;"Styrax americanus";"Lam.";20
147;"Karplanter";101670;"Swida alba";"(L.) Opiz";30
2346;"Karplanter";170394;"Swida alternifolia";"(L. f.) Small";30
107;"Karplanter";101672;"Swida sericea";"(L.) Holub";30
2063;"Karplanter";101723;"Symphoricarpos ×chenaultii";"Rehder";30
117;"Karplanter";101721;"Symphoricarpos albus";"(L.) S.F.Blake";30
122;"Karplanter";100838;"Symphyotrichum ×salignum";"(Willd.) G.L.Nesom";20
123;"Karplanter";100840;"Symphyotrichum ×versicolor";"(Willd.) G.L.Nesom";20
820;"Karplanter";100833;"Symphyotrichum cordifolium";"(L.) G.L.Nesom";20
819;"Karplanter";100834;"Symphyotrichum laeve";"(L.) Á.Löve & D.Löve";20
119;"Karplanter";100835;"Symphyotrichum lanceolatum";"(Willd.) G.L.Nesom";20
120;"Karplanter";100836;"Symphyotrichum novae-angliae";"(L.) G.L.Nesom";20
121;"Karplanter";100837;"Symphyotrichum novi-belgii";"(L.) G.L.Nesom";20
1366;"Karplanter";128797;"Symphyotrichum patulum";"(Lam.) Karlsson";20
127;"Karplanter";101060;"Symphytum ×uplandicum";"Nyman";15
124;"Karplanter";101057;"Symphytum asperum";"Lepech.";15
125;"Karplanter";101058;"Symphytum officinale";"L.";15
2387;"Karplanter";170167;"Symphytum tuberosum";"L.";15
153;"Karplanter";102415;"Syringa josikaea";"J.Jacq. ex Rchb. f.";25
1363;"Karplanter";128799;"Syringa komarowii";"C.K.Schneid.";25
2317;"Karplanter";170400;"Syringa reticulata";"(Blume) H.Hara";30
53;"Karplanter";102416;"Syringa vulgaris";"L.";35
54;"Karplanter";100845;"Tanacetum coccineum";"(Willd.) Grierson";10
1102;"Karplanter";100846;"Tanacetum corymbosum";"(L.) Sch.Bip.";15
1362;"Karplanter";128801;"Tanacetum macrophyllum";"(Waldst. & Kit.) Sch.Bip.";15
55;"Karplanter";100847;"Tanacetum parthenium";"(L.) Sch.Bip.";10
1786;"Karplanter";143567;"Taxus ×media";NA;30
6205;"Karplanter";162147;"Taxus cuspidata";"Siebold & Zucc.";30
74;"Karplanter";100891;"Telekia speciosa";"(Schreb.) Baumg.";20
58;"Karplanter";103681;"Tellima grandiflora";"(Pursh) Douglas ex Lindl.";10
415;"Karplanter";100894;"Tephroseris palustris";"(L.) Rchb.";2
73;"Karplanter";141639;"Thalictrum aquilegiifolium";"L.";15
1214;"Karplanter";103182;"Thalictrum delavayi";"Franch.";15
30;"Karplanter";103187;"Thalictrum minus minus";NA;15
1212;"Karplanter";103191;"Thalictrum speciosissimum";"L.";15
1208;"Karplanter";143569;"Thermopsis lupinoides";"(L.) Link";15
1207;"Karplanter";102042;"Thermopsis montana";"Torr. & A.Gray";15
105;"Karplanter";103789;"Thuja occidentalis";"L.";30
106;"Karplanter";103790;"Thuja plicata";"Donn ex D.Don";35
29;"Karplanter";102386;"Thymus praecox praecox";NA;25
1184;"Karplanter";103683;"Tiarella cordifolia";"L.";10
1183;"Karplanter";102751;"Tilia ×europaea";"L.";35
1825;"Karplanter";102752;"Tilia platyphyllos";"Scop.";35
1835;"Karplanter";102753;"Tilia platyphyllos cordifolia";"(Besser) C.K.Schneid.";35
6076;"Karplanter";218036;"Toxicodendron radicans";"(L.) Kuntze";25
6217;"Karplanter";162290;"Tragopogon porrifolius";"L.";2
6219;"Karplanter";162295;"Trapa natans";"L.";1
1144;"Karplanter";102057;"Trifolium incarnatum";"L.";1
1756;"Karplanter";129583;"Trifolium pannonicum";"Jacq.";10
28;"Karplanter";102068;"Trifolium spadiceum";"L.";2
1179;"Karplanter";143573;"Tripterygium wilfordii";"Hook. f.";20
3032;"Karplanter";100213;"Trisetum flavescens";"(L.) P.Beauv.";7
1814;"Karplanter";145655;"Trollius asiaticus";"L.";15
1361;"Karplanter";128803;"Tsuga canadensis";"(L.) Carrière";30
6226;"Karplanter";218044;"Tsuga diversifolia";"(Maxim.) Mast.";30
110;"Karplanter";103831;"Tsuga heterophylla";"(Raf.) Sarg.";50
2124;"Karplanter";162410;"Tsuga mertensiana";"(Bong.) Carrière";40
1222;"Karplanter";143574;"Tulipa gesneriana";"L.";10
2152;"Karplanter";170648;"Tulipa gesneriana 'Borøya'";NA;10
2153;"Karplanter";170649;"Tulipa gesneriana 'Helldal'";NA;10
2151;"Karplanter";170650;"Tulipa gesneriana 'The Pilot'";NA;10
3043;"Karplanter";99588;"Tulipa sylvestris";"L.";10
1221;"Karplanter";99589;"Tulipa tarda";"Stapf";10
2879;"Karplanter";102084;"Ulex europaeus";"L.";15
1219;"Karplanter";102085;"Ulex gallii";"Planch.";15
1218;"Karplanter";102086;"Ulex minor";"Roth";15
1815;"Karplanter";103530;"Ulmus ×hollandica";"Mill.";35
1217;"Karplanter";103531;"Ulmus laevis";"Pall.";35
1216;"Karplanter";103532;"Ulmus minor";"Mill.";35
6234;"Karplanter";218051;"Ulmus pumila";"L.";33
2305;"Karplanter";170444;"Vaccinium corymbosum";"L.";20
6237;"Karplanter";218053;"Vaccinium macrocarpon";"Aiton";15
2338;"Karplanter";170200;"Vancouveria hexandra";"(Hook.) C.Morren & Decne.";15
3020;"Karplanter";99594;"Veratrum album";NA;25
6241;"Karplanter";214451;"Veratrum nigrum";"L.";25
1279;"Karplanter";102591;"Verbascum blattaria";"L.";2
1278;"Karplanter";102592;"Verbascum chaixii";"Vill.";3
1277;"Karplanter";102593;"Verbascum densiflorum";"Bertol.";3
3019;"Karplanter";102594;"Verbascum lychnitis";"L.";2
1287;"Karplanter";102596;"Verbascum olympicum";"Boiss.";2
1313;"Karplanter";102598;"Verbascum phlomoides";"L.";2
1302;"Karplanter";102599;"Verbascum phoeniceum";"L.";3
1322;"Karplanter";102601;"Verbascum speciosum";"Schrad.";2
1321;"Karplanter";102603;"Verbascum virgatum";"Stokes";2
778;"Karplanter";102611;"Verbena officinalis";"L.";5
1196;"Karplanter";102549;"Veronica austriaca austriaca";NA;15
3017;"Karplanter";102551;"Veronica austriaca teucrium";NA;15
2656;"Karplanter";102556;"Veronica filiformis";"Sm.";5
2748;"Karplanter";102558;"Veronica gentianoides";"Vahl";10
2747;"Karplanter";102560;"Veronica hederifolia hederifolia";NA;1
2907;"Karplanter";102561;"Veronica hederifolia lucorum";NA;1
2332;"Karplanter";170491;"Veronica hederifolia triloba";NA;1
6245;"Karplanter";162533;"Veronica incana";"L.";15
1191;"Karplanter";102564;"Veronica opaca";"Fr.";1
1190;"Karplanter";102567;"Veronica peregrina peregrina";NA;1
2796;"Karplanter";102568;"Veronica persica";"Poir.";1
1188;"Karplanter";102569;"Veronica polita";"Fr.";1
784;"Karplanter";102578;"Veronicastrum virginicum";"(L.) Farw.";10
2244;"Karplanter";170034;"Viburnum carlesii";"Hemsl. ex F.B.Forbes & Hemsl.";20
6249;"Karplanter";218059;"Viburnum farreri";"Stearn";20
2985;"Karplanter";101705;"Viburnum lantana";"L.";25
1818;"Karplanter";128027;"Viburnum pubescens";"(Aiton) Pursh";20
6250;"Karplanter";218060;"Viburnum rhytidophyllum";"Hemsl.";25
6251;"Karplanter";218061;"Viburnum trilobum";"Marshall";20
1008;"Karplanter";102112;"Vicia sativa segetalis";"(Thuill.) Gaudin";1
1006;"Karplanter";102117;"Vicia tenuifolia";"Roth";5
1005;"Karplanter";102119;"Vicia villosa";"Roth";1
6254;"Karplanter";127431;"Vinca major";"L.";20
2955;"Karplanter";102167;"Vinca minor";"L.";20
2904;"Karplanter";102170;"Vincetoxicum rossicum";"(Kleopow) Barbar.";10
1686;"Karplanter";128866;"Viola ×williamsii";NA;3
751;"Karplanter";102813;"Viola ×wittrockiana";"Gams ex Kappert";3
6255;"Karplanter";162571;"Viola altaica";"Ker Gawl.";5
749;"Karplanter";102797;"Viola cornuta";"L.";3
748;"Karplanter";128028;"Viola lutea";"Huds.";2
2966;"Karplanter";102801;"Viola odorata";"L.";15
747;"Karplanter";102809;"Viola suavis";"M.Bieb.";15
2965;"Karplanter";100224;"Vulpia myuros";"(L.) C.C.Gmel.";1
746;"Karplanter";103523;"Waldsteinia geoides";"Willd.";20
2878;"Karplanter";103524;"Waldsteinia ternata";"(Stephan) Fritsch";20
3031;"Karplanter";101726;"Weigela florida";NA;25
6277;"Karplanter";218080;"Zostera japonica";"Asch. & Graebn.";10
